source_ip,destination_ip,protocol,source_port,destination_port,duration,packets,bytes,packet_rate,connection_count,label
192.168.1.19,10.0.0.14,ICMP,10767,22,12.049918104281042,58,9168,4.813310721123823,5,NORMAL
192.168.1.17,10.0.0.3,ICMP,36188,443,14.828913831890679,41,2674,2.764868719637878,4,NORMAL
192.168.1.49,10.0.0.6,UDP,25581,53,14.748074033472726,100,7883,6.780546380024716,2,NORMAL
192.168.1.2,10.0.0.11,UDP,45975,80,8.672152327564893,16,5212,1.8449860421781519,5,NORMAL
192.168.1.12,10.0.0.7,ICMP,45846,80,18.989549990910152,10,3963,0.5266054227081086,3,NORMAL
192.168.1.46,10.0.0.9,UDP,31273,80,5.26020218993485,36,3876,6.843843392347981,1,NORMAL
192.168.1.37,10.0.0.13,ICMP,50649,53,17.61932865674415,14,7556,0.7945819203866897,5,NORMAL
192.168.1.3,10.0.0.20,TCP,27143,22,1.1054770809809176,56,9028,50.6568620584244,2,NORMAL
192.168.1.5,10.0.0.15,UDP,13997,53,16.195203101999684,98,3032,6.051174497953629,4,NORMAL
192.168.1.24,10.0.0.5,UDP,13147,80,9.328724592321528,82,2822,8.790054759199794,1,NORMAL
192.168.1.35,10.0.0.10,UDP,1525,443,16.40069678595203,75,836,4.572976439893764,4,NORMAL
192.168.1.10,10.0.0.4,ICMP,48223,22,18.738006618095447,54,4453,2.8818433625619364,5,NORMAL
192.168.1.2,10.0.0.2,TCP,4220,80,1.622685901456669,12,920,7.395146521719156,5,NORMAL
192.168.1.15,10.0.0.19,ICMP,16810,443,19.496977510880004,51,9414,2.6157900613846525,3,NORMAL
192.168.1.40,10.0.0.14,ICMP,22304,443,19.686279469279594,28,9076,1.4223103986557721,5,NORMAL
192.168.1.33,10.0.0.18,ICMP,50991,443,15.24257042455711,75,5472,4.920429947902256,2,NORMAL
192.168.1.29,10.0.0.5,UDP,11660,443,6.225800314176178,93,1881,14.93783856000626,2,NORMAL
192.168.1.25,10.0.0.18,TCP,10392,22,7.089489761718696,52,8747,7.334801480465599,2,NORMAL
192.168.1.10,10.0.0.5,TCP,53959,80,4.25419274157259,43,6400,10.10767555964208,4,NORMAL
192.168.1.22,10.0.0.5,TCP,30104,53,12.471848059731201,15,8414,1.2027086866485837,2,NORMAL
192.168.1.29,10.0.0.15,TCP,40611,53,2.166199537891188,22,1765,10.156035773794493,1,NORMAL
192.168.1.41,10.0.0.15,UDP,41536,80,14.060709327348766,46,6949,3.271527696723504,3,NORMAL
192.168.1.12,10.0.0.9,ICMP,43959,443,17.63143900688684,97,799,5.501536202581752,4,NORMAL
192.168.1.32,10.0.0.12,ICMP,15007,22,4.437425480855499,89,7190,20.056674840845222,4,NORMAL
192.168.1.20,10.0.0.20,TCP,38683,443,11.721339576169516,34,2487,2.900692346557803,1,NORMAL
192.168.1.11,10.0.0.16,ICMP,5425,80,14.896087955654956,78,3583,5.236274129973105,2,NORMAL
192.168.1.30,10.0.0.2,TCP,37305,22,9.49368664691652,84,3365,8.847985311089088,5,NORMAL
192.168.1.17,10.0.0.11,TCP,15416,443,9.779190778157195,12,7578,1.2270953979958348,2,NORMAL
192.168.1.27,10.0.0.9,UDP,51982,443,17.790977581422812,73,3805,4.103203416782784,2,NORMAL
192.168.1.5,10.0.0.8,ICMP,37089,443,2.2949337519643644,46,1752,20.044151584169253,2,NORMAL
192.168.1.29,10.0.0.10,ICMP,23003,22,9.441710544960333,44,4699,4.6601725175196895,3,NORMAL
192.168.1.16,10.0.0.20,ICMP,21160,443,5.913586447649147,40,1767,6.764084765498164,2,NORMAL
192.168.1.28,10.0.0.19,UDP,18671,80,16.038420382387574,28,4441,1.7458078372074541,3,NORMAL
192.168.1.2,10.0.0.12,TCP,22907,80,6.411883623121262,6,9097,0.9357624611844156,1,NORMAL
192.168.1.33,10.0.0.2,TCP,19220,53,14.32132945595833,47,1745,3.2818182239670386,5,NORMAL
192.168.1.42,10.0.0.9,TCP,18995,53,8.373369205799964,39,568,4.6576233582278865,5,NORMAL
192.168.1.2,10.0.0.12,UDP,34211,443,6.246158532539989,58,4688,9.285707318801338,4,NORMAL
192.168.1.32,10.0.0.13,TCP,27191,22,19.700969511607767,76,6172,3.8576781693520705,4,NORMAL
192.168.1.9,10.0.0.2,TCP,23947,53,5.5651899097219895,42,9885,7.546912267383544,2,NORMAL
192.168.1.16,10.0.0.8,UDP,50824,53,6.910408084854146,72,4381,10.419066300556931,1,NORMAL
192.168.1.49,10.0.0.4,UDP,17040,53,18.89033986806892,66,2668,3.493849261630405,4,NORMAL
192.168.1.28,10.0.0.17,ICMP,35133,443,5.494427701091183,91,6374,16.562234494764134,4,NORMAL
192.168.1.33,10.0.0.14,ICMP,18940,22,6.845877974488291,69,7949,10.079057829709205,1,NORMAL
192.168.1.34,10.0.0.14,UDP,30288,22,6.9131659146822155,92,4359,13.307940404642965,4,NORMAL
192.168.1.47,10.0.0.19,TCP,12645,80,7.973294913633644,31,5172,3.8879786005397445,3,NORMAL
192.168.1.41,10.0.0.12,TCP,55406,53,12.11475277043672,60,3347,4.952639243816536,3,NORMAL
192.168.1.36,10.0.0.12,UDP,46612,443,6.200199040260085,62,8402,9.999678977628312,3,NORMAL
192.168.1.8,10.0.0.10,UDP,8582,22,15.958113270902036,16,5831,1.00262479206576,4,NORMAL
192.168.1.5,10.0.0.12,TCP,35441,22,7.5726459840752085,84,3119,11.092556046677297,4,NORMAL
192.168.1.18,10.0.0.17,UDP,35150,22,16.496957182828247,18,1383,1.0911103060106306,5,NORMAL
192.168.1.27,10.0.0.18,ICMP,55582,53,9.028393733467363,30,9195,3.3228502085363165,3,NORMAL
192.168.1.46,10.0.0.5,UDP,23605,80,13.619870612555225,79,6582,5.800348787981533,4,NORMAL
192.168.1.26,10.0.0.5,TCP,18760,80,12.415010009239055,75,8060,6.041074469064961,2,NORMAL
192.168.1.5,10.0.0.6,UDP,26729,80,13.893101826009067,62,3651,4.462646338914088,3,NORMAL
192.168.1.39,10.0.0.17,TCP,6512,53,2.037184999581237,51,6815,25.034545223179798,2,NORMAL
192.168.1.25,10.0.0.7,ICMP,11616,80,17.42611934167506,60,9055,3.4431073736829227,1,NORMAL
192.168.1.47,10.0.0.12,ICMP,31288,443,5.525153316573386,70,8835,12.66933168895536,4,NORMAL
192.168.1.38,10.0.0.19,TCP,48085,22,13.335760753801505,10,1492,0.749863482452577,2,NORMAL
192.168.1.22,10.0.0.4,UDP,18356,22,14.090278609385518,18,6449,1.2774765140563098,5,NORMAL
192.168.1.25,10.0.0.4,UDP,40825,80,3.367621249142261,52,1665,15.441166376190463,3,NORMAL
192.168.1.12,10.0.0.4,ICMP,27137,443,19.33828956967481,23,9469,1.1893502740835609,3,NORMAL
192.168.1.49,10.0.0.11,TCP,22310,53,8.536618190805477,43,3863,5.037123488352091,1,NORMAL
192.168.1.49,10.0.0.4,ICMP,44072,22,8.517230680792064,64,7422,7.514179479056717,4,NORMAL
192.168.1.15,10.0.0.17,ICMP,56168,80,16.935163857859813,98,9504,5.786776013656167,5,NORMAL
192.168.1.36,10.0.0.10,ICMP,52190,80,4.051383620340355,11,8552,2.7151218030239,5,NORMAL
192.168.1.8,10.0.0.17,TCP,53088,53,8.767215580020288,65,4582,7.4139844522734535,4,NORMAL
192.168.1.47,10.0.0.6,TCP,16565,443,1.8132311654711213,35,4802,19.30255814398941,2,NORMAL
192.168.1.29,10.0.0.13,ICMP,28241,53,12.722155013998744,60,2280,4.7161821196156914,1,NORMAL
192.168.1.12,10.0.0.18,UDP,12646,53,15.785864534361643,13,5726,0.8235215734749558,5,NORMAL
192.168.1.33,10.0.0.19,TCP,24845,443,10.623838838565842,80,4181,7.530234712295348,4,NORMAL
192.168.1.44,10.0.0.10,ICMP,24740,443,5.825260750525713,27,6958,4.634985652369867,1,NORMAL
192.168.1.27,10.0.0.9,ICMP,57826,53,11.40530029941012,16,5549,1.4028565298563438,4,NORMAL
192.168.1.16,10.0.0.20,TCP,33081,80,7.239495515259726,46,4990,6.354033910655678,1,NORMAL
192.168.1.44,10.0.0.15,ICMP,8559,53,13.549670013551495,70,8183,5.166177473694235,3,NORMAL
192.168.1.45,10.0.0.20,ICMP,4419,80,10.87074264280972,76,7277,6.9912426866502075,5,NORMAL
192.168.1.27,10.0.0.5,ICMP,32351,53,17.74309494483895,49,7545,2.7616377048274177,5,NORMAL
192.168.1.50,10.0.0.14,TCP,58093,53,19.505893451426765,74,9033,3.79372522382907,4,NORMAL
192.168.1.39,10.0.0.4,TCP,16703,80,5.59882872148366,98,4620,17.503661011089214,1,NORMAL
192.168.1.11,10.0.0.11,ICMP,34983,80,2.792803151531758,40,2733,14.3225275215195,4,NORMAL
192.168.1.11,10.0.0.12,TCP,1279,53,6.227513030523047,21,7141,3.3721326470249418,1,NORMAL
192.168.1.10,10.0.0.8,UDP,20570,80,15.870152390553292,10,834,0.6301136721253225,3,NORMAL
192.168.1.44,10.0.0.15,ICMP,48900,22,5.156640383115084,48,3236,9.308386164986668,2,NORMAL
192.168.1.21,10.0.0.18,UDP,24162,53,10.016549736261663,33,5498,3.2945476105943174,1,NORMAL
192.168.1.26,10.0.0.10,UDP,58891,53,15.27591526612606,92,4911,6.022552390298183,3,NORMAL
192.168.1.21,10.0.0.13,UDP,21148,22,2.023341549458946,27,5879,13.34426212283337,5,NORMAL
192.168.1.13,10.0.0.3,ICMP,44600,53,5.356277634085752,71,4511,13.255474202490399,5,NORMAL
192.168.1.49,10.0.0.6,UDP,39747,443,11.261120428523236,49,698,4.351254416557711,5,NORMAL
192.168.1.21,10.0.0.4,TCP,25613,443,6.418224408638529,23,4394,3.5835456250241795,5,NORMAL
192.168.1.21,10.0.0.18,ICMP,31482,443,18.370884783872068,15,8194,0.8165093938844257,4,NORMAL
192.168.1.39,10.0.0.16,UDP,36336,53,19.841487719259128,23,2499,1.1591872709058537,4,NORMAL
192.168.1.17,10.0.0.6,UDP,41757,53,18.228984538250778,23,692,1.2617268916838436,4,NORMAL
192.168.1.26,10.0.0.11,ICMP,49846,443,5.241438139825943,55,7696,10.493303275315661,2,NORMAL
192.168.1.24,10.0.0.7,UDP,52290,22,6.7502309463031605,92,1835,13.629163317795049,4,NORMAL
192.168.1.43,10.0.0.5,ICMP,22950,80,9.275858055061338,54,8904,5.821563857430429,5,NORMAL
192.168.1.17,10.0.0.15,TCP,27274,443,8.606180448845798,78,9009,9.063254072305773,1,NORMAL
192.168.1.41,10.0.0.8,TCP,12310,443,16.04710873302838,68,2927,4.237523477362714,3,NORMAL
192.168.1.47,10.0.0.19,UDP,20809,80,17.693575494107982,70,5729,3.9562382415758885,2,NORMAL
192.168.1.12,10.0.0.11,TCP,19197,443,17.648240188884806,30,4582,1.6998862027554773,1,NORMAL
192.168.1.11,10.0.0.6,UDP,57901,53,3.4088791650007972,28,7992,8.213843508293863,2,NORMAL
192.168.1.17,10.0.0.18,ICMP,59452,80,2.605756049130752,52,6047,19.955820506430967,2,NORMAL
192.168.1.41,10.0.0.11,ICMP,28979,53,3.7241514956498736,19,1503,5.101833269187255,4,NORMAL
192.168.1.27,10.0.0.4,TCP,20769,80,6.703640873458717,90,7244,13.42554019507982,3,NORMAL
192.168.1.47,10.0.0.16,ICMP,9493,22,14.487865054187186,24,3600,1.6565587759297689,2,NORMAL
192.168.1.27,10.0.0.12,UDP,13671,22,8.628011884294015,68,8069,7.88130578769643,4,NORMAL
192.168.1.42,10.0.0.17,TCP,5245,53,17.934331980083854,81,2001,4.516477117182331,4,NORMAL
192.168.1.3,10.0.0.18,UDP,35487,53,12.016392574054546,67,511,5.575716637675812,2,NORMAL
192.168.1.21,10.0.0.12,ICMP,4650,22,7.791507903755653,21,4517,2.6952420839973232,2,NORMAL
192.168.1.7,10.0.0.5,UDP,24687,80,18.73293486918405,72,5275,3.843498122573471,5,NORMAL
192.168.1.31,10.0.0.4,TCP,16807,80,5.0228784932625095,58,6057,11.547163658806182,1,NORMAL
192.168.1.30,10.0.0.18,UDP,36025,80,15.174646567908827,28,1476,1.8451830080322325,3,NORMAL
192.168.1.33,10.0.0.14,ICMP,56837,53,10.132150128950046,46,8244,4.540003791353889,3,NORMAL
192.168.1.40,10.0.0.17,ICMP,4514,53,6.124614675493733,21,5454,3.4287871339933877,4,NORMAL
192.168.1.19,10.0.0.11,UDP,35376,22,11.988296094081896,7,1202,0.5839028286476505,4,NORMAL
192.168.1.44,10.0.0.14,UDP,27138,53,2.6859577991549997,12,6253,4.467680022290444,1,NORMAL
192.168.1.32,10.0.0.5,TCP,57878,22,10.584886239289194,45,7739,4.25134469872412,2,NORMAL
192.168.1.20,10.0.0.15,UDP,10998,22,12.215514359061196,68,6361,5.566691504034713,2,NORMAL
192.168.1.30,10.0.0.16,ICMP,55874,22,17.483669605759733,8,5598,0.4575698454839549,2,NORMAL
192.168.1.12,10.0.0.5,ICMP,39435,53,8.394795381503808,35,2435,4.169249923245925,5,NORMAL
192.168.1.11,10.0.0.3,UDP,30506,22,14.00042166411024,38,5585,2.714203965542847,4,NORMAL
192.168.1.21,10.0.0.19,TCP,15219,80,9.721187154114055,42,7815,4.32045997409127,1,NORMAL
192.168.1.38,10.0.0.6,TCP,2705,22,15.885952598861559,6,2338,0.37769217569174796,5,NORMAL
192.168.1.27,10.0.0.15,UDP,44902,80,11.981964490585588,8,6810,0.6676701476027342,3,NORMAL
192.168.1.7,10.0.0.11,UDP,38238,22,14.221778266206622,57,3733,4.007937610407114,3,NORMAL
192.168.1.10,10.0.0.19,ICMP,59689,443,4.104497786515279,81,7247,19.734448454598642,2,NORMAL
192.168.1.38,10.0.0.6,UDP,13700,53,3.4739624840055177,86,3169,24.75559261101779,2,NORMAL
192.168.1.20,10.0.0.14,TCP,3272,53,5.03731381791037,33,8230,6.5511106103152015,3,NORMAL
192.168.1.40,10.0.0.2,UDP,23081,80,17.466998180728677,46,687,2.63353780220529,3,NORMAL
192.168.1.3,10.0.0.20,TCP,32091,22,2.956913638517204,7,4583,2.3673332588469753,5,NORMAL
192.168.1.46,10.0.0.18,TCP,28044,22,18.195172837643952,87,6339,4.781487968061831,3,NORMAL
192.168.1.41,10.0.0.15,TCP,53575,53,1.7178450449147187,14,6134,8.149745543955637,1,NORMAL
192.168.1.35,10.0.0.19,ICMP,50668,22,2.5370947459330284,70,4856,27.590613284036884,5,NORMAL
192.168.1.16,10.0.0.13,TCP,3453,53,14.05776750642783,68,4620,4.837183426807095,5,NORMAL
192.168.1.39,10.0.0.3,ICMP,31224,80,18.78274017011624,10,8234,0.5324036806892651,4,NORMAL
192.168.1.38,10.0.0.5,UDP,38679,22,9.28409980537427,100,6578,10.771103509907679,2,NORMAL
192.168.1.5,10.0.0.19,UDP,22521,22,4.860393503578541,74,8292,15.225104705105943,2,NORMAL
192.168.1.3,10.0.0.15,TCP,7081,80,13.733400268383,76,5157,5.533953610524773,5,NORMAL
192.168.1.35,10.0.0.7,UDP,11893,80,7.257142719120844,80,1829,11.023622256899957,2,NORMAL
192.168.1.41,10.0.0.13,UDP,37592,80,10.128413816072774,48,4952,4.739142858068144,5,NORMAL
192.168.1.16,10.0.0.6,UDP,21887,53,17.74362262271298,34,9601,1.91618142038694,4,NORMAL
192.168.1.15,10.0.0.9,ICMP,24229,443,1.2253408586861028,98,7951,79.97774603311811,2,NORMAL
192.168.1.15,10.0.0.8,ICMP,19523,22,7.1324641328675735,19,5616,2.6638759965780774,5,NORMAL
192.168.1.36,10.0.0.4,ICMP,21632,443,10.491253569849109,35,5779,3.3361122926803293,4,NORMAL
192.168.1.7,10.0.0.3,UDP,6970,80,8.769570255293363,91,1802,10.37679126238505,2,NORMAL
192.168.1.5,10.0.0.12,ICMP,29276,80,11.958742188036986,60,6468,5.017250063306945,1,NORMAL
192.168.1.15,10.0.0.16,ICMP,34420,22,8.760593359485842,28,6792,3.1961305417380217,2,NORMAL
192.168.1.32,10.0.0.10,TCP,51259,443,13.513943372686336,16,7953,1.1839623386567055,4,NORMAL
192.168.1.43,10.0.0.14,TCP,6592,22,12.437178488518896,99,7618,7.960004762445891,5,NORMAL
192.168.1.3,10.0.0.16,ICMP,2480,53,17.98618445117257,54,9362,3.0023043601379054,4,NORMAL
192.168.1.5,10.0.0.14,UDP,19288,443,9.385506286858526,48,8535,5.114268589560163,3,NORMAL
192.168.1.22,10.0.0.8,TCP,31918,22,1.4631139289200426,61,3899,41.69190026440762,1,NORMAL
192.168.1.4,10.0.0.16,TCP,9487,53,17.074890771271477,14,2894,0.8199173972787583,2,NORMAL
192.168.1.50,10.0.0.13,TCP,52402,22,6.140375782146223,12,9725,1.9542777878336437,1,NORMAL
192.168.1.28,10.0.0.16,TCP,48623,53,4.522225575727148,67,3495,14.815713828965018,3,NORMAL
192.168.1.44,10.0.0.7,TCP,14468,443,3.609354130607001,16,7910,4.432926064062661,2,NORMAL
192.168.1.20,10.0.0.8,TCP,8022,53,1.6431519526098677,87,1036,52.94702042730454,5,NORMAL
192.168.1.32,10.0.0.5,TCP,26877,443,18.136546109191322,36,6789,1.9849424351947451,3,NORMAL
192.168.1.2,10.0.0.13,ICMP,58520,443,18.90366187871889,78,8198,4.12618467789089,2,NORMAL
192.168.1.48,10.0.0.6,UDP,53551,443,18.776146389501154,31,6793,1.6510310133358312,3,NORMAL
192.168.1.30,10.0.0.3,UDP,26313,53,16.872015701940406,12,9938,0.71123689142963,5,NORMAL
192.168.1.24,10.0.0.16,ICMP,59763,53,9.093788304409363,18,9802,1.979373105845473,5,NORMAL
192.168.1.2,10.0.0.10,ICMP,46277,80,14.00586454170845,13,6143,0.9281826167379345,2,NORMAL
192.168.1.34,10.0.0.18,UDP,21827,53,5.0290517697912485,81,2070,16.106416021913855,1,NORMAL
192.168.1.29,10.0.0.19,TCP,5688,443,13.304913339494226,82,3173,6.163136723077458,2,NORMAL
192.168.1.6,10.0.0.3,UDP,29021,80,7.57342171458244,63,5572,8.318564893685377,2,NORMAL
192.168.1.13,10.0.0.18,TCP,58673,53,14.480009880412624,69,7131,4.7651901186433285,5,NORMAL
192.168.1.7,10.0.0.19,TCP,43093,443,1.6675149207042401,19,6991,11.39420089385212,2,NORMAL
192.168.1.31,10.0.0.4,TCP,53407,80,16.81931933620686,55,4939,3.270049096553021,1,NORMAL
192.168.1.37,10.0.0.8,ICMP,9378,443,13.17266724951519,62,9146,4.706715718662207,2,NORMAL
192.168.1.9,10.0.0.8,ICMP,22657,53,1.9785782701084993,100,9586,50.54134148279931,2,NORMAL
192.168.1.18,10.0.0.3,ICMP,32577,53,17.523835944528837,57,4288,3.252712487176423,5,NORMAL
192.168.1.39,10.0.0.17,UDP,5528,53,6.239926812059331,38,4189,6.0898150161891165,5,NORMAL
192.168.1.39,10.0.0.17,ICMP,6320,53,8.08464307859591,98,595,12.121747249356618,3,NORMAL
192.168.1.28,10.0.0.12,UDP,40298,53,3.69448974455067,23,4586,6.22548757481997,2,NORMAL
192.168.1.39,10.0.0.15,ICMP,30786,53,13.085308525989497,25,6724,1.9105395910494611,4,NORMAL
192.168.1.35,10.0.0.15,ICMP,7313,22,16.799679586611333,87,6758,5.178670197337304,4,NORMAL
192.168.1.23,10.0.0.20,UDP,43973,22,18.970919701654978,13,3880,0.6852593445359378,2,NORMAL
192.168.1.25,10.0.0.18,UDP,20593,22,6.942211461515569,18,1868,2.5928337244959665,2,NORMAL
192.168.1.39,10.0.0.13,TCP,39877,22,3.1408631532030173,47,4714,14.964039408106629,2,NORMAL
192.168.1.50,10.0.0.5,TCP,16449,443,18.296112409526728,73,5019,3.9899186431533473,2,NORMAL
192.168.1.35,10.0.0.5,UDP,59609,53,9.55624655400312,77,1542,8.057556862400608,3,NORMAL
192.168.1.38,10.0.0.20,ICMP,27558,80,16.760809790553054,65,4787,3.8780942455797183,2,NORMAL
192.168.1.3,10.0.0.18,TCP,47769,443,10.164013767676295,84,4504,8.264451615279949,4,NORMAL
192.168.1.21,10.0.0.6,ICMP,1477,80,8.31567918659837,37,2750,4.449426098547616,3,NORMAL
192.168.1.28,10.0.0.19,ICMP,10863,80,14.274805456865735,84,6687,5.884493505275662,1,NORMAL
192.168.1.6,10.0.0.5,TCP,11337,443,4.716828676989779,24,1910,5.088164451908077,3,NORMAL
192.168.1.12,10.0.0.14,TCP,1999,443,18.273157907976678,37,5676,2.0248279025624027,1,NORMAL
192.168.1.27,10.0.0.19,ICMP,11541,443,2.691531579362576,85,6270,31.580532307976927,3,NORMAL
192.168.1.30,10.0.0.20,ICMP,22823,22,4.644275309874284,41,6983,8.828072683983462,4,NORMAL
192.168.1.30,10.0.0.6,ICMP,1578,80,5.064059968739329,9,8533,1.777230138576045,4,NORMAL
192.168.1.43,10.0.0.12,ICMP,37469,443,5.520557288523347,8,4680,1.449129061051708,4,NORMAL
192.168.1.10,10.0.0.5,TCP,12742,80,8.449569168242792,38,4011,4.497270717993618,1,NORMAL
192.168.1.34,10.0.0.12,ICMP,35270,22,8.963655093141895,74,6439,8.255560843323558,3,NORMAL
192.168.1.12,10.0.0.8,TCP,20483,80,12.813310098717563,14,4018,1.0926138438966844,3,NORMAL
192.168.1.30,10.0.0.2,ICMP,51844,80,5.51050405479838,73,2840,13.24742696386074,3,NORMAL
192.168.1.39,10.0.0.7,UDP,59661,22,12.651781026113515,56,2624,4.426254286603202,1,NORMAL
192.168.1.44,10.0.0.18,ICMP,58169,22,8.267712174908223,95,6377,11.490482250738799,5,NORMAL
192.168.1.30,10.0.0.14,TCP,34335,443,4.858670626112763,29,3419,5.968710832988034,1,NORMAL
192.168.1.11,10.0.0.18,UDP,51685,443,13.209790810160813,72,808,5.4505026638740155,3,NORMAL
192.168.1.17,10.0.0.3,TCP,28428,80,6.29309359270465,29,1326,4.608226394983006,2,NORMAL
192.168.1.7,10.0.0.10,ICMP,20796,53,13.90279812472757,5,4225,0.35963983330139715,5,NORMAL
192.168.1.12,10.0.0.3,TCP,25797,80,19.71799995880682,79,4828,4.006491538951218,4,NORMAL
192.168.1.32,10.0.0.6,ICMP,51706,22,19.760228946133264,14,2558,0.7084938154392972,3,NORMAL
192.168.1.19,10.0.0.2,ICMP,25295,443,8.844123749653688,82,2162,9.271692970511737,2,NORMAL
192.168.1.25,10.0.0.11,ICMP,34100,22,8.193980213000877,53,715,6.468163044366181,3,NORMAL
192.168.1.37,10.0.0.11,TCP,19786,53,16.988173511966103,97,7537,5.70985456039022,5,NORMAL
192.168.1.18,10.0.0.15,ICMP,41655,443,5.156569776743658,53,5750,10.278150455566834,5,NORMAL
192.168.1.31,10.0.0.13,TCP,56376,443,11.574777765909202,88,6673,7.6027377613402995,2,NORMAL
192.168.1.34,10.0.0.16,UDP,40212,80,10.014574083548792,82,1370,8.188066643263799,3,NORMAL
192.168.1.41,10.0.0.9,ICMP,14887,80,19.1494740221751,83,890,4.334322702748178,4,NORMAL
192.168.1.25,10.0.0.14,ICMP,25568,53,4.502113859765365,86,6368,19.10213794648055,5,NORMAL
192.168.1.19,10.0.0.5,UDP,56530,443,3.234923509193865,28,9841,8.655536961050906,4,NORMAL
